observation_id,basket_uid,reason_code,gate_m15_reverse_confirmed,gate_closed_bar_signal,gate_hardstop_now_false,gate_close_priority_ok_true,gate_close_priority_blocked_false,gate_pending_close_false,gate_market_state_valid,gate_hte_eligible_false_and_known,gate_recovery_eligible_false_and_known,gate_basketclose_eligible_false_and_known,gate_event_state_not_unknown_if_used,gate_direction_known,gate_first_eligible_signal,commission_treatment,all_gates_pass,future_executable_candidate,blocking_gates,data_source
ML_C_SHADOW_ON_100000_APR_MAY_M5_20260401_20260529|GOLD#2026.05.15T19:31:03#116|M15_REVERSE_CROSS,ML_C_SHADOW_ON_100000_APR_MAY_M5_20260401_20260529|GOLD#2026.05.15T19:31:03#116,M15_REVERSE_CONFIRMED,true,true,true,true,true,true,MARKET_CLOSED_RETRY_INACTIVE,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,UNKNOWN,UNKNOWN,gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_APR_MAY_M5_20260401_20260529|GOLD#2026.05.18T04:42:03#126|M5_REVERSE_CROSS_WARNING,ML_C_SHADOW_ON_100000_APR_MAY_M5_20260401_20260529|GOLD#2026.05.18T04:42:03#126,M5_REVERSE_WARNING,false,true,true,true,true,true,MARKET_CLOSED_RETRY_INACTIVE,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_APR_MAY_M5_20260401_20260529|GOLD#2026.05.18T04:42:03#126|M15_REVERSE_CROSS,ML_C_SHADOW_ON_100000_APR_MAY_M5_20260401_20260529|GOLD#2026.05.18T04:42:03#126,M15_REVERSE_CONFIRMED,true,true,true,true,true,true,MARKET_CLOSED_RETRY_INACTIVE,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,UNKNOWN,UNKNOWN,gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_APR_MAY_M5_20260401_20260529|GOLD#2026.05.18T04:42:03#126|M15_REVERSE_CROSS_WITH_M30_ADVERSE_REGIME,ML_C_SHADOW_ON_100000_APR_MAY_M5_20260401_20260529|GOLD#2026.05.18T04:42:03#126,M15_REVERSE_WITH_M30_ADVERSE,true,true,true,true,true,true,MARKET_CLOSED_RETRY_INACTIVE,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,UNKNOWN,UNKNOWN,gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_APR_MAY_M5_20260401_20260529|GOLD#2026.05.18T04:42:03#126|M15_REVERSE_CROSS_THEN_M5_RETEST_FAILURE,ML_C_SHADOW_ON_100000_APR_MAY_M5_20260401_20260529|GOLD#2026.05.18T04:42:03#126,M15_REVERSE_WITH_M5_PROXY,true,true,true,true,true,true,MARKET_CLOSED_RETRY_INACTIVE,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,UNKNOWN,UNKNOWN,gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_APR_MAY_M5_20260401_20260529|GOLD#2026.05.18T04:42:03#126|M30_REGIME_PLUS_M15_CROSS_PLUS_M5_PULLBACK,ML_C_SHADOW_ON_100000_APR_MAY_M5_20260401_20260529|GOLD#2026.05.18T04:42:03#126,M15_REVERSE_M30_M5_COMBO,true,true,true,true,true,true,MARKET_CLOSED_RETRY_INACTIVE,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,UNKNOWN,UNKNOWN,gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.03T01:20:55#4|M30_REGIME_MISMATCH_AT_ENTRY,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.03T01:20:55#4,M30_ENTRY_REGIME_MISMATCH,false,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.03T03:45:23#8|M5_REVERSE_CROSS_WARNING,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.03T03:45:23#8,M5_REVERSE_WARNING,false,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.03T05:46:00#10|M5_REVERSE_CROSS_WARNING,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.03T05:46:00#10,M5_REVERSE_WARNING,false,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.04T14:16:50#34|M5_REVERSE_CROSS_WARNING,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.04T14:16:50#34,M5_REVERSE_WARNING,false,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.04T16:34:28#36|M30_REGIME_MISMATCH_AT_ENTRY,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.04T16:34:28#36,M30_ENTRY_REGIME_MISMATCH,false,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.04T16:47:03#38|M30_REGIME_MISMATCH_AT_ENTRY,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.04T16:47:03#38,M30_ENTRY_REGIME_MISMATCH,false,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.05T06:25:00#56|M15_REVERSE_CROSS,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.05T06:25:00#56,M15_REVERSE_CONFIRMED,true,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,UNKNOWN,UNKNOWN,gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.06T09:47:51#58|M5_REVERSE_CROSS_WARNING,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.06T09:47:51#58,M5_REVERSE_WARNING,false,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.06T09:47:51#58|M30_REGIME_MISMATCH_AT_ENTRY,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.06T09:47:51#58,M30_ENTRY_REGIME_MISMATCH,false,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.06T14:08:53#64|M5_REVERSE_CROSS_WARNING,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.06T14:08:53#64,M5_REVERSE_WARNING,false,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.06T19:50:04#70|M5_REVERSE_CROSS_WARNING,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.06T19:50:04#70,M5_REVERSE_WARNING,false,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.06T21:38:59#72|M5_REVERSE_CROSS_WARNING,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.06T21:38:59#72,M5_REVERSE_WARNING,false,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.09T10:59:32#74|M5_REVERSE_CROSS_WARNING,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.09T10:59:32#74,M5_REVERSE_WARNING,false,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.09T10:59:32#74|M15_REVERSE_CROSS,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.09T10:59:32#74,M15_REVERSE_CONFIRMED,true,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,UNKNOWN,UNKNOWN,gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.09T10:59:32#74|M15_REVERSE_CROSS_WITH_M30_ADVERSE_REGIME,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.09T10:59:32#74,M15_REVERSE_WITH_M30_ADVERSE,true,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,UNKNOWN,UNKNOWN,gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.09T10:59:32#74|M30_REGIME_MISMATCH_AT_ENTRY,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.09T10:59:32#74,M30_ENTRY_REGIME_MISMATCH,false,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.09T13:37:24#76|M30_REGIME_MISMATCH_AT_ENTRY,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.09T13:37:24#76,M30_ENTRY_REGIME_MISMATCH,false,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.09T13:55:04#78|M30_REGIME_MISMATCH_AT_ENTRY,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.09T13:55:04#78,M30_ENTRY_REGIME_MISMATCH,false,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.09T14:03:21#80|M5_REVERSE_CROSS_WARNING,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.09T14:03:21#80,M5_REVERSE_WARNING,false,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.10T01:44:00#84|M5_REVERSE_CROSS_WARNING,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.10T01:44:00#84,M5_REVERSE_WARNING,false,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.10T01:44:00#84|M15_REVERSE_CROSS,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.10T01:44:00#84,M15_REVERSE_CONFIRMED,true,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,UNKNOWN,UNKNOWN,gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.10T13:41:32#106|M5_REVERSE_CROSS_WARNING,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.10T13:41:32#106,M5_REVERSE_WARNING,false,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.10T13:41:32#106|M15_REVERSE_CROSS,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.10T13:41:32#106,M15_REVERSE_CONFIRMED,true,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,UNKNOWN,UNKNOWN,gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.10T13:41:32#106|M15_REVERSE_CROSS_THEN_M5_RETEST_FAILURE,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.10T13:41:32#106,M15_REVERSE_WITH_M5_PROXY,true,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,UNKNOWN,UNKNOWN,gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.10T19:18:02#114|M5_REVERSE_CROSS_WARNING,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.10T19:18:02#114,M5_REVERSE_WARNING,false,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.11T03:51:04#116|M5_REVERSE_CROSS_WARNING,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.11T03:51:04#116,M5_REVERSE_WARNING,false,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.11T03:51:04#116|M30_REGIME_MISMATCH_AT_ENTRY,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.11T03:51:04#116,M30_ENTRY_REGIME_MISMATCH,false,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.11T05:11:25#118|M5_REVERSE_CROSS_WARNING,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.11T05:11:25#118,M5_REVERSE_WARNING,false,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.11T05:11:25#118|M15_REVERSE_CROSS,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.11T05:11:25#118,M15_REVERSE_CONFIRMED,true,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,UNKNOWN,UNKNOWN,gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.11T05:11:25#118|M15_REVERSE_CROSS_WITH_M30_ADVERSE_REGIME,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.11T05:11:25#118,M15_REVERSE_WITH_M30_ADVERSE,true,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,UNKNOWN,UNKNOWN,gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.11T05:11:25#118|M15_REVERSE_CROSS_THEN_M5_RETEST_FAILURE,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.11T05:11:25#118,M15_REVERSE_WITH_M5_PROXY,true,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,UNKNOWN,UNKNOWN,gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.11T05:11:25#118|M30_REGIME_PLUS_M15_CROSS_PLUS_M5_PULLBACK,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.11T05:11:25#118,M15_REVERSE_M30_M5_COMBO,true,true,true,true,true,true,OPEN_OR_UNKNOWN,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,UNKNOWN,UNKNOWN,gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.27T11:26:59#126|M30_REGIME_MISMATCH_AT_ENTRY,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.27T11:26:59#126,M30_ENTRY_REGIME_MISMATCH,false,true,true,true,true,true,MARKET_CLOSED_RETRY_INACTIVE,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.27T12:28:39#128|M30_REGIME_MISMATCH_AT_ENTRY,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.27T12:28:39#128,M30_ENTRY_REGIME_MISMATCH,false,true,true,true,true,true,MARKET_CLOSED_RETRY_INACTIVE,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.27T21:39:01#134|M5_REVERSE_CROSS_WARNING,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.27T21:39:01#134,M5_REVERSE_WARNING,false,true,true,true,true,true,MARKET_CLOSED_RETRY_INACTIVE,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.30T07:04:04#136|M5_REVERSE_CROSS_WARNING,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.30T07:04:04#136,M5_REVERSE_WARNING,false,true,true,true,true,true,MARKET_CLOSED_RETRY_INACTIVE,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.30T07:04:04#136|M30_REGIME_MISMATCH_AT_ENTRY,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.30T07:04:04#136,M30_ENTRY_REGIME_MISMATCH,false,true,true,true,true,true,MARKET_CLOSED_RETRY_INACTIVE,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.30T13:22:27#144|M5_REVERSE_CROSS_WARNING,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.30T13:22:27#144,M5_REVERSE_WARNING,false,true,true,true,true,true,MARKET_CLOSED_RETRY_INACTIVE,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.30T13:55:00#146|M5_REVERSE_CROSS_WARNING,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.30T13:55:00#146,M5_REVERSE_WARNING,false,true,true,true,true,true,MARKET_CLOSED_RETRY_INACTIVE,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.31T02:20:00#154|M5_REVERSE_CROSS_WARNING,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.31T02:20:00#154,M5_REVERSE_WARNING,false,true,true,true,true,true,MARKET_CLOSED_RETRY_INACTIVE,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.31T02:20:00#154|M15_REVERSE_CROSS,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.31T02:20:00#154,M15_REVERSE_CONFIRMED,true,true,true,true,true,true,MARKET_CLOSED_RETRY_INACTIVE,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,UNKNOWN,UNKNOWN,gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.31T02:20:00#154|M15_REVERSE_CROSS_THEN_M5_RETEST_FAILURE,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.31T02:20:00#154,M15_REVERSE_WITH_M5_PROXY,true,true,true,true,true,true,MARKET_CLOSED_RETRY_INACTIVE,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,UNKNOWN,UNKNOWN,gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.31T08:59:24#162|M5_REVERSE_CROSS_WARNING,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.31T08:59:24#162,M5_REVERSE_WARNING,false,true,true,true,true,true,MARKET_CLOSED_RETRY_INACTIVE,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.31T12:10:27#166|M5_REVERSE_CROSS_WARNING,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.31T12:10:27#166,M5_REVERSE_WARNING,false,true,true,true,true,true,MARKET_CLOSED_RETRY_INACTIVE,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,false,false,gate_m15_reverse_confirmed;gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.31T12:10:27#166|M15_REVERSE_CROSS,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.31T12:10:27#166,M15_REVERSE_CONFIRMED,true,true,true,true,true,true,MARKET_CLOSED_RETRY_INACTIVE,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,UNKNOWN,UNKNOWN,gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.31T12:10:27#166|M15_REVERSE_CROSS_WITH_M30_ADVERSE_REGIME,ML_C_SHADOW_ON_100000_MAR_MAY_M5_20260301_20260529|GOLD#2026.03.31T12:10:27#166,M15_REVERSE_WITH_M30_ADVERSE,true,true,true,true,true,true,MARKET_CLOSED_RETRY_INACTIVE,true,true,true,true,true,true,NA_NOT_ZERO_FILLED,UNKNOWN,UNKNOWN,gate_market_state_valid,OFFLINE_OVERLAY_INGESTED_20260702
